adm3_en,month,NO2,date
City of Muntinlupa,2020-04,5.3583962783343405e-05,2020-04-01T00:00:00
City of Navotas,2020-04,7.236069817181912e-05,2020-04-01T00:00:00
Pasay City,2020-04,6.225155940944318e-05,2020-04-01T00:00:00
City of Pasig,2020-04,6.198185575454736e-05,2020-04-01T00:00:00
Quezon City,2020-04,6.842967576269159e-05,2020-04-01T00:00:00
City of San Juan,2020-04,7.084717363200991e-05,2020-04-01T00:00:00
City of Taguig,2020-04,5.642711857625275e-05,2020-04-01T00:00:00
City of Valenzuela,2020-04,7.06533150385475e-05,2020-04-01T00:00:00
City of Baguio,2020-04,5.2026881967177066e-05,2020-04-01T00:00:00
City of Butuan,2020-04,3.862009411317488e-05,2020-04-01T00:00:00
City of Cotabato,2020-04,4.642880498686186e-05,2020-04-01T00:00:00
City of Angeles,2020-04,5.892162459790856e-05,2020-04-01T00:00:00
City of Olongapo,2020-04,5.396655270076885e-05,2020-04-01T00:00:00
Ormoc City,2020-04,3.88444041855463e-05,2020-04-01T00:00:00
City of Tacloban,2020-04,4.108882736769036e-05,2020-04-01T00:00:00
City of Zamboanga,2020-04,3.8953175511610485e-05,2020-04-01T00:00:00
City of Isabela,2020-04,4.195353966375621e-05,2020-04-01T00:00:00
Pateros,2020-04,5.725756902971324e-05,2020-04-01T00:00:00
City of Puerto Princesa,2020-04,4.012084604653183e-05,2020-04-01T00:00:00
City of Lucena,2020-04,5.049721855288546e-05,2020-04-01T00:00:00
City of Bacolod,2020-04,4.860377351428151e-05,2020-04-01T00:00:00
City of Iloilo,2020-04,4.6163861676968335e-05,2020-04-01T00:00:00
City of Cebu,2020-04,4.150295697239098e-05,2020-04-01T00:00:00
City of Lapu-Lapu,2020-04,4.170620392229428e-05,2020-04-01T00:00:00
City of Mandaue,2020-04,4.544206262923261e-05,2020-04-01T00:00:00
City of Cagayan De Oro,2020-05,4.595404627987366e-05,2020-05-01T00:00:00
City of Iligan,2020-05,4.603017708029268e-05,2020-05-01T00:00:00
City of Davao,2020-05,4.058651282691753e-05,2020-05-01T00:00:00
City of General Santos,2020-05,4.203681740111128e-05,2020-05-01T00:00:00
City of Caloocan,2020-05,9.067778106918768e-05,2020-05-01T00:00:00
City of Makati,2020-05,0.000101844922060804,2020-05-01T00:00:00
City of Malabon,2020-05,0.00010207248167810422,2020-05-01T00:00:00
City of Mandaluyong,2020-05,0.00010431450061913013,2020-05-01T00:00:00
City of Manila,2020-05,0.00012127243714712765,2020-05-01T00:00:00
City of Marikina,2020-05,8.555200645145734e-05,2020-05-01T00:00:00
City of Muntinlupa,2020-05,7.573847271248611e-05,2020-05-01T00:00:00
City of Navotas,2020-05,9.47432082039342e-05,2020-05-01T00:00:00
Pasay City,2020-05,0.00010643631286480556,2020-05-01T00:00:00
City of Pasig,2020-05,8.679852393878875e-05,2020-05-01T00:00:00
Quezon City,2020-05,9.690998168378068e-05,2020-05-01T00:00:00
City of San Juan,2020-05,0.00010992629912097944,2020-05-01T00:00:00
City of Taguig,2020-05,8.293536817374497e-05,2020-05-01T00:00:00
City of Valenzuela,2020-05,9.61267684975591e-05,2020-05-01T00:00:00
City of Baguio,2020-05,5.847783047450684e-05,2020-05-01T00:00:00
City of Butuan,2020-05,4.054533464712187e-05,2020-05-01T00:00:00
City of Cotabato,2020-05,4.471262441893977e-05,2020-05-01T00:00:00
City of Angeles,2020-05,6.375908565459347e-05,2020-05-01T00:00:00
City of Olongapo,2020-05,5.8884316285168765e-05,2020-05-01T00:00:00
Ormoc City,2020-05,4.04192536537362e-05,2020-05-01T00:00:00
City of Tacloban,2020-05,4.0087560634512905e-05,2020-05-01T00:00:00
City of Zamboanga,2020-05,3.829554403558718e-05,2020-05-01T00:00:00
City of Isabela,2020-05,4.036264208749648e-05,2020-05-01T00:00:00
Pateros,2020-05,8.303964733756272e-05,2020-05-01T00:00:00
City of Puerto Princesa,2020-05,4.107650988548775e-05,2020-05-01T00:00:00
City of Lucena,2020-05,5.420848869846685e-05,2020-05-01T00:00:00
City of Bacolod,2020-05,5.3677791105685085e-05,2020-05-01T00:00:00
City of Iloilo,2020-05,5.427545967015395e-05,2020-05-01T00:00:00
City of Cebu,2020-05,4.560430371966458e-05,2020-05-01T00:00:00
City of Lapu-Lapu,2020-05,4.641474659925159e-05,2020-05-01T00:00:00
City of Mandaue,2020-05,4.843316394744676e-05,2020-05-01T00:00:00
City of Cagayan De Oro,2020-06,4.7433865970962925e-05,2020-06-01T00:00:00
City of Iligan,2020-06,4.571905529206403e-05,2020-06-01T00:00:00
City of Davao,2020-06,4.257962445907583e-05,2020-06-01T00:00:00
City of General Santos,2020-06,3.840147445716268e-05,2020-06-01T00:00:00
City of Caloocan,2020-06,0.00010092263459647391,2020-06-01T00:00:00
City of Makati,2020-06,0.00010863783949445596,2020-06-01T00:00:00
City of Malabon,2020-06,0.00012457561730534373,2020-06-01T00:00:00
City of Mandaluyong,2020-06,0.00010990365711408738,2020-06-01T00:00:00
City of Manila,2020-06,0.00012869684152727042,2020-06-01T00:00:00
City of Marikina,2020-06,9.565233043997327e-05,2020-06-01T00:00:00
City of Muntinlupa,2020-06,7.557094898592172e-05,2020-06-01T00:00:00
City of Navotas,2020-06,0.00011614513112521292,2020-06-01T00:00:00
Pasay City,2020-06,0.00011851563239235964,2020-06-01T00:00:00
City of Pasig,2020-06,8.9887417790312e-05,2020-06-01T00:00:00
Quezon City,2020-06,0.0001085816915703912,2020-06-01T00:00:00
City of San Juan,2020-06,0.00011900570201167696,2020-06-01T00:00:00
City of Taguig,2020-06,8.15853376726642e-05,2020-06-01T00:00:00
City of Valenzuela,2020-06,0.00011323503623036836,2020-06-01T00:00:00
City of Baguio,2020-06,5.485928981043943e-05,2020-06-01T00:00:00
City of Butuan,2020-06,4.029676092992246e-05,2020-06-01T00:00:00
City of Cotabato,2020-06,4.4209231979310046e-05,2020-06-01T00:00:00
City of Angeles,2020-06,6.325245477072153e-05,2020-06-01T00:00:00
City of Olongapo,2020-06,5.926257144810679e-05,2020-06-01T00:00:00
Ormoc City,2020-06,4.177646899320535e-05,2020-06-01T00:00:00
City of Tacloban,2020-06,4.052037998255161e-05,2020-06-01T00:00:00
City of Zamboanga,2020-06,3.914343456697559e-05,2020-06-01T00:00:00
City of Isabela,2020-06,3.874533235473545e-05,2020-06-01T00:00:00
Pateros,2020-06,8.228459474006582e-05,2020-06-01T00:00:00
City of Puerto Princesa,2020-06,4.12011399580836e-05,2020-06-01T00:00:00
City of Lucena,2020-06,5.377835646616215e-05,2020-06-01T00:00:00
City of Bacolod,2020-06,5.3022006859996297e-05,2020-06-01T00:00:00
City of Iloilo,2020-06,5.248924908479823e-05,2020-06-01T00:00:00
City of Cebu,2020-06,4.979080247201594e-05,2020-06-01T00:00:00
City of Lapu-Lapu,2020-06,4.769044544151536e-05,2020-06-01T00:00:00
City of Mandaue,2020-06,5.159814871790854e-05,2020-06-01T00:00:00
City of Cagayan De Oro,2020-07,4.513745425216675e-05,2020-07-01T00:00:00
City of Iligan,2020-07,4.4642163288012544e-05,2020-07-01T00:00:00
City of Davao,2020-07,4.223982490613315e-05,2020-07-01T00:00:00
City of General Santos,2020-07,4.035616614463591e-05,2020-07-01T00:00:00
City of Caloocan,2020-07,9.123115757583132e-05,2020-07-01T00:00:00
City of Makati,2020-07,0.0001090487791323663,2020-07-01T00:00:00
City of Malabon,2020-07,0.00010982505105642356,2020-07-01T00:00:00
City of Mandaluyong,2020-07,0.00011204186390757912,2020-07-01T00:00:00
City of Manila,2020-07,0.0001247780138995767,2020-07-01T00:00:00
City of Marikina,2020-07,9.431277855954234e-05,2020-07-01T00:00:00
City of Muntinlupa,2020-07,7.921303489551848e-05,2020-07-01T00:00:00
City of Navotas,2020-07,0.00010507972695737238,2020-07-01T00:00:00
Pasay City,2020-07,0.00011348649324525408,2020-07-01T00:00:00
City of Pasig,2020-07,9.673751198164136e-05,2020-07-01T00:00:00
Quezon City,2020-07,9.851029516835366e-05,2020-07-01T00:00:00
City of San Juan,2020-07,0.00011692548423406712,2020-07-01T00:00:00
City of Taguig,2020-07,9.098957287347086e-05,2020-07-01T00:00:00
City of Valenzuela,2020-07,0.0001027710523282128,2020-07-01T00:00:00
City of Baguio,2020-07,5.172138905436012e-05,2020-07-01T00:00:00
City of Butuan,2020-07,4.013039409368004e-05,2020-07-01T00:00:00
City of Cotabato,2020-07,4.402798479777679e-05,2020-07-01T00:00:00
City of Angeles,2020-07,6.627382723178788e-05,2020-07-01T00:00:00
City of Olongapo,2020-07,5.78728536189229e-05,2020-07-01T00:00:00
Ormoc City,2020-07,3.908695159799532e-05,2020-07-01T00:00:00
City of Tacloban,2020-07,3.923859250845806e-05,2020-07-01T00:00:00
City of Zamboanga,2020-07,3.853701050429557e-05,2020-07-01T00:00:00
City of Isabela,2020-07,3.88820304549893e-05,2020-07-01T00:00:00
Pateros,2020-07,9.13808637670122e-05,2020-07-01T00:00:00
City of Puerto Princesa,2020-07,4.1630197963596815e-05,2020-07-01T00:00:00
City of Lucena,2020-07,5.256641503968435e-05,2020-07-01T00:00:00
City of Bacolod,2020-07,4.8995273938267714e-05,2020-07-01T00:00:00
City of Iloilo,2020-07,5.195066083022406e-05,2020-07-01T00:00:00
City of Cebu,2020-07,4.660269769221564e-05,2020-07-01T00:00:00
City of Lapu-Lapu,2020-07,4.583383553524847e-05,2020-07-01T00:00:00
City of Mandaue,2020-07,5.012611271431429e-05,2020-07-01T00:00:00
City of Cagayan De Oro,2020-08,4.570667055842043e-05,2020-08-01T00:00:00
City of Iligan,2020-08,4.5257829314538175e-05,2020-08-01T00:00:00
City of Davao,2020-08,4.2973032128426896e-05,2020-08-01T00:00:00
City of General Santos,2020-08,4.029836469112682e-05,2020-08-01T00:00:00
City of Caloocan,2020-08,7.998270844575526e-05,2020-08-01T00:00:00
City of Makati,2020-08,8.877508906182092e-05,2020-08-01T00:00:00
City of Malabon,2020-08,8.439255919789602e-05,2020-08-01T00:00:00
City of Mandaluyong,2020-08,9.450212430776658e-05,2020-08-01T00:00:00
City of Manila,2020-08,9.3972135616031e-05,2020-08-01T00:00:00
City of Marikina,2020-08,8.629688664350226e-05,2020-08-01T00:00:00
City of Muntinlupa,2020-08,7.445342464844133e-05,2020-08-01T00:00:00
City of Navotas,2020-08,8.385750751716224e-05,2020-08-01T00:00:00
Pasay City,2020-08,8.588704180517595e-05,2020-08-01T00:00:00
City of Pasig,2020-08,8.819106592064294e-05,2020-08-01T00:00:00
Quezon City,2020-08,8.786703100891427e-05,2020-08-01T00:00:00
City of San Juan,2020-08,9.706398336941376e-05,2020-08-01T00:00:00
City of Taguig,2020-08,8.326670053911703e-05,2020-08-01T00:00:00
City of Valenzuela,2020-08,8.232445211751146e-05,2020-08-01T00:00:00
City of Baguio,2020-08,5.193326070239575e-05,2020-08-01T00:00:00
City of Butuan,2020-08,4.1921304089731545e-05,2020-08-01T00:00:00
City of Cotabato,2020-08,4.2461106781080965e-05,2020-08-01T00:00:00
City of Angeles,2020-08,6.064758265601452e-05,2020-08-01T00:00:00
City of Olongapo,2020-08,,2020-08-01T00:00:00
Ormoc City,2020-08,4.172813188803237e-05,2020-08-01T00:00:00
City of Tacloban,2020-08,4.3538855777069e-05,2020-08-01T00:00:00
City of Zamboanga,2020-08,3.872588508823745e-05,2020-08-01T00:00:00
City of Isabela,2020-08,3.811930047237436e-05,2020-08-01T00:00:00
Pateros,2020-08,8.315581189843702e-05,2020-08-01T00:00:00
City of Puerto Princesa,2020-08,4.0431275162587946e-05,2020-08-01T00:00:00
City of Lucena,2020-08,5.340756839666465e-05,2020-08-01T00:00:00
City of Bacolod,2020-08,4.917446522359857e-05,2020-08-01T00:00:00
City of Iloilo,2020-08,4.916344783390659e-05,2020-08-01T00:00:00
City of Cebu,2020-08,4.7487049645950485e-05,2020-08-01T00:00:00
City of Lapu-Lapu,2020-08,4.773705456370273e-05,2020-08-01T00:00:00
City of Mandaue,2020-08,5.4987969208713416e-05,2020-08-01T00:00:00
City of Cagayan De Oro,2020-09,4.492080306919092e-05,2020-09-01T00:00:00
City of Iligan,2020-09,4.299339316630105e-05,2020-09-01T00:00:00
City of Davao,2020-09,4.2627801163624446e-05,2020-09-01T00:00:00
City of General Santos,2020-09,4.040208174134703e-05,2020-09-01T00:00:00
City of Caloocan,2020-09,8.466851628473377e-05,2020-09-01T00:00:00
City of Makati,2020-09,0.00011398973369715449,2020-09-01T00:00:00
City of Malabon,2020-09,9.69325532447236e-05,2020-09-01T00:00:00
City of Mandaluyong,2020-09,0.00011961415619667386,2020-09-01T00:00:00
City of Manila,2020-09,0.0001140610673075158,2020-09-01T00:00:00
City of Marikina,2020-09,0.00010184051403128592,2020-09-01T00:00:00
City of Muntinlupa,2020-09,8.299715602524556e-05,2020-09-01T00:00:00
City of Navotas,2020-09,9.301795415685714e-05,2020-09-01T00:00:00
Pasay City,2020-09,0.0001071881777783218,2020-09-01T00:00:00
City of Pasig,2020-09,0.00010849076146834588,2020-09-01T00:00:00
Quezon City,2020-09,9.749883241954437e-05,2020-09-01T00:00:00
City of San Juan,2020-09,0.00011838166620255828,2020-09-01T00:00:00
City of Taguig,2020-09,0.00010529830228858344,2020-09-01T00:00:00
City of Valenzuela,2020-09,9.165304397074416e-05,2020-09-01T00:00:00
City of Baguio,2020-09,5.274323891839581e-05,2020-09-01T00:00:00
City of Butuan,2020-09,4.0768225338566085e-05,2020-09-01T00:00:00
City of Cotabato,2020-09,4.225457064173e-05,2020-09-01T00:00:00
City of Angeles,2020-09,6.136294931625351e-05,2020-09-01T00:00:00
City of Olongapo,2020-09,5.185511858164727e-05,2020-09-01T00:00:00
Ormoc City,2020-09,4.086483705576282e-05,2020-09-01T00:00:00
City of Tacloban,2020-09,4.132381412893468e-05,2020-09-01T00:00:00
City of Zamboanga,2020-09,3.796383045945584e-05,2020-09-01T00:00:00
City of Isabela,2020-09,4.087068167737615e-05,2020-09-01T00:00:00
Pateros,2020-09,0.0001065972802633437,2020-09-01T00:00:00
City of Puerto Princesa,2020-09,3.818273048592631e-05,2020-09-01T00:00:00
City of Lucena,2020-09,5.2764461533968126e-05,2020-09-01T00:00:00
City of Bacolod,2020-09,5.045417230005412e-05,2020-09-01T00:00:00
City of Iloilo,2020-09,5.044228207221998e-05,2020-09-01T00:00:00
City of Cebu,2020-09,5.61377523149921e-05,2020-09-01T00:00:00
City of Lapu-Lapu,2020-09,4.943746044493505e-05,2020-09-01T00:00:00
City of Mandaue,2020-09,5.784028407236558e-05,2020-09-01T00:00:00
City of Cagayan De Oro,2020-10,4.6402009777935264e-05,2020-10-01T00:00:00
City of Iligan,2020-10,4.535378716448362e-05,2020-10-01T00:00:00
City of Davao,2020-10,4.286763333379744e-05,2020-10-01T00:00:00
City of General Santos,2020-10,3.891602627322159e-05,2020-10-01T00:00:00
City of Caloocan,2020-10,8.04170996098475e-05,2020-10-01T00:00:00
City of Makati,2020-10,8.978996821408324e-05,2020-10-01T00:00:00
City of Malabon,2020-10,9.156496703497768e-05,2020-10-01T00:00:00
City of Mandaluyong,2020-10,9.388775996704858e-05,2020-10-01T00:00:00
City of Manila,2020-10,9.980353553816364e-05,2020-10-01T00:00:00
City of Marikina,2020-10,7.998680294288577e-05,2020-10-01T00:00:00
City of Muntinlupa,2020-10,6.996987089889997e-05,2020-10-01T00:00:00
City of Navotas,2020-10,8.974466420109494e-05,2020-10-01T00:00:00
Pasay City,2020-10,8.826441299470605e-05,2020-10-01T00:00:00
City of Pasig,2020-10,8.667813178438278e-05,2020-10-01T00:00:00
Quezon City,2020-10,8.576230238936654e-05,2020-10-01T00:00:00
City of San Juan,2020-10,9.655940124299863e-05,2020-10-01T00:00:00
City of Taguig,2020-10,8.078992857108334e-05,2020-10-01T00:00:00
City of Valenzuela,2020-10,8.722834700816366e-05,2020-10-01T00:00:00
City of Baguio,2020-10,5.225167405526134e-05,2020-10-01T00:00:00
City of Butuan,2020-10,4.094900913876266e-05,2020-10-01T00:00:00
City of Cotabato,2020-10,4.014101926280945e-05,2020-10-01T00:00:00
City of Angeles,2020-10,5.8918970220009904e-05,2020-10-01T00:00:00
City of Olongapo,2020-10,5.5132813384474486e-05,2020-10-01T00:00:00
Ormoc City,2020-10,4.155064880543231e-05,2020-10-01T00:00:00
City of Tacloban,2020-10,4.289031056227129e-05,2020-10-01T00:00:00
City of Zamboanga,2020-10,3.79902130558102e-05,2020-10-01T00:00:00
City of Isabela,2020-10,3.965145508913516e-05,2020-10-01T00:00:00
Pateros,2020-10,8.405160529611604e-05,2020-10-01T00:00:00
City of Puerto Princesa,2020-10,3.85066333351973e-05,2020-10-01T00:00:00
City of Lucena,2020-10,5.665686936395472e-05,2020-10-01T00:00:00
City of Bacolod,2020-10,5.162906206670108e-05,2020-10-01T00:00:00
City of Iloilo,2020-10,5.180871788001824e-05,2020-10-01T00:00:00
City of Cebu,2020-10,5.148159381488416e-05,2020-10-01T00:00:00
City of Lapu-Lapu,2020-10,5.341376308285732e-05,2020-10-01T00:00:00
City of Mandaue,2020-10,5.864832906639609e-05,2020-10-01T00:00:00
City of Cagayan De Oro,2020-11,4.4847233920587686e-05,2020-11-01T00:00:00
City of Iligan,2020-11,4.5495956437061295e-05,2020-11-01T00:00:00
City of Davao,2020-11,4.243428489961748e-05,2020-11-01T00:00:00
City of General Santos,2020-11,4.263547669354422e-05,2020-11-01T00:00:00
City of Caloocan,2020-11,8.027390388890017e-05,2020-11-01T00:00:00
City of Makati,2020-11,9.635945539505382e-05,2020-11-01T00:00:00
City of Malabon,2020-11,0.00010236220682604148,2020-11-01T00:00:00
City of Mandaluyong,2020-11,9.60920380323257e-05,2020-11-01T00:00:00
City of Manila,2020-11,0.0001128631459294157,2020-11-01T00:00:00
City of Marikina,2020-11,7.683718700925343e-05,2020-11-01T00:00:00
City of Muntinlupa,2020-11,6.271803641644259e-05,2020-11-01T00:00:00
City of Navotas,2020-11,9.8299742377839e-05,2020-11-01T00:00:00
Pasay City,2020-11,9.733106510221028e-05,2020-11-01T00:00:00
City of Pasig,2020-11,8.137733803338206e-05,2020-11-01T00:00:00
Quezon City,2020-11,8.482245978098964e-05,2020-11-01T00:00:00
City of San Juan,2020-11,0.00010106696427587586,2020-11-01T00:00:00
City of Taguig,2020-11,7.970595088758495e-05,2020-11-01T00:00:00
City of Valenzuela,2020-11,8.720710265044856e-05,2020-11-01T00:00:00
City of Baguio,2020-11,5.163044407605442e-05,2020-11-01T00:00:00
City of Butuan,2020-11,4.1396854331496194e-05,2020-11-01T00:00:00
City of Cotabato,2020-11,4.121350805069633e-05,2020-11-01T00:00:00
City of Angeles,2020-11,5.690978723707233e-05,2020-11-01T00:00:00
City of Olongapo,2020-11,5.3264258892265126e-05,2020-11-01T00:00:00
Ormoc City,2020-11,4.102558780521072e-05,2020-11-01T00:00:00
City of Tacloban,2020-11,3.914683943909024e-05,2020-11-01T00:00:00
City of Zamboanga,2020-11,4.0013626570444296e-05,2020-11-01T00:00:00
City of Isabela,2020-11,4.276653509596349e-05,2020-11-01T00:00:00
Pateros,2020-11,7.978899075234968e-05,2020-11-01T00:00:00
City of Puerto Princesa,2020-11,4.02712121861548e-05,2020-11-01T00:00:00
City of Lucena,2020-11,4.877389299968528e-05,2020-11-01T00:00:00
City of Bacolod,2020-11,4.786510557131312e-05,2020-11-01T00:00:00
City of Iloilo,2020-11,4.753965536593258e-05,2020-11-01T00:00:00
City of Cebu,2020-11,4.518326122662773e-05,2020-11-01T00:00:00
City of Lapu-Lapu,2020-11,4.908008822224961e-05,2020-11-01T00:00:00
City of Mandaue,2020-11,4.974148583309951e-05,2020-11-01T00:00:00
City of Cagayan De Oro,2020-12,4.310386148446341e-05,2020-12-01T00:00:00
City of Iligan,2020-12,4.2898350613894215e-05,2020-12-01T00:00:00
City of Davao,2020-12,3.992850710272053e-05,2020-12-01T00:00:00
City of General Santos,2020-12,3.6564661952750166e-05,2020-12-01T00:00:00
City of Caloocan,2020-12,8.845583229674194e-05,2020-12-01T00:00:00
City of Makati,2020-12,0.0001156275536695085,2020-12-01T00:00:00
City of Malabon,2020-12,0.00010780127852824812,2020-12-01T00:00:00
City of Mandaluyong,2020-12,0.00011940670752838518,2020-12-01T00:00:00
City of Manila,2020-12,0.0001301935614188179,2020-12-01T00:00:00
City of Marikina,2020-12,8.730182764315484e-05,2020-12-01T00:00:00
City of Muntinlupa,2020-12,7.279199709199351e-05,2020-12-01T00:00:00
City of Navotas,2020-12,0.00010158652908378498,2020-12-01T00:00:00
Pasay City,2020-12,0.00011881618745580572,2020-12-01T00:00:00
City of Pasig,2020-12,9.76455318974601e-05,2020-12-01T00:00:00
Quezon City,2020-12,9.559589465210188e-05,2020-12-01T00:00:00
City of San Juan,2020-12,0.00012439807491128327,2020-12-01T00:00:00
City of Taguig,2020-12,9.267549649436244e-05,2020-12-01T00:00:00
City of Valenzuela,2020-12,0.00010078662033093326,2020-12-01T00:00:00
City of Baguio,2020-12,5.130588470537072e-05,2020-12-01T00:00:00
City of Butuan,2020-12,3.623812954211587e-05,2020-12-01T00:00:00
City of Cotabato,2020-12,4.0426053290734126e-05,2020-12-01T00:00:00
City of Angeles,2020-12,5.887451707095345e-05,2020-12-01T00:00:00
City of Olongapo,2020-12,5.391005732820776e-05,2020-12-01T00:00:00
Ormoc City,2020-12,3.532260967729204e-05,2020-12-01T00:00:00
City of Tacloban,2020-12,3.678573959423987e-05,2020-12-01T00:00:00
City of Zamboanga,2020-12,3.576083126867656e-05,2020-12-01T00:00:00
City of Isabela,2020-12,3.698278241172861e-05,2020-12-01T00:00:00
Pateros,2020-12,9.446955488908202e-05,2020-12-01T00:00:00
City of Puerto Princesa,2020-12,3.759444207158384e-05,2020-12-01T00:00:00
City of Lucena,2020-12,5.045746602749471e-05,2020-12-01T00:00:00
City of Bacolod,2020-12,4.538855415264124e-05,2020-12-01T00:00:00
City of Iloilo,2020-12,4.66903261119239e-05,2020-12-01T00:00:00
City of Cebu,2020-12,4.507755214735077e-05,2020-12-01T00:00:00
City of Lapu-Lapu,2020-12,4.376512223056438e-05,2020-12-01T00:00:00
City of Mandaue,2020-12,4.814480210761027e-05,2020-12-01T00:00:00
City of Cagayan De Oro,2021-01,4.002213794977807e-05,2021-01-01T00:00:00
City of Iligan,2021-01,3.817286708632654e-05,2021-01-01T00:00:00
City of Davao,2021-01,3.4812519234074734e-05,2021-01-01T00:00:00
City of General Santos,2021-01,3.4139226729730774e-05,2021-01-01T00:00:00
City of Caloocan,2021-01,7.273149521338301e-05,2021-01-01T00:00:00
City of Makati,2021-01,0.00010977606213105272,2021-01-01T00:00:00
City of Malabon,2021-01,9.250362679733295e-05,2021-01-01T00:00:00
City of Mandaluyong,2021-01,0.00010730880199814043,2021-01-01T00:00:00
City of Manila,2021-01,0.00011711213061893284,2021-01-01T00:00:00
City of Marikina,2021-01,7.829340012283348e-05,2021-01-01T00:00:00
City of Muntinlupa,2021-01,7.233027416252925e-05,2021-01-01T00:00:00
City of Navotas,2021-01,9.011359870555412e-05,2021-01-01T00:00:00
Pasay City,2021-01,0.00011388767061860292,2021-01-01T00:00:00
City of Pasig,2021-01,9.261524256842704e-05,2021-01-01T00:00:00
Quezon City,2021-01,8.106361119785838e-05,2021-01-01T00:00:00
City of San Juan,2021-01,0.00011111833678015224,2021-01-01T00:00:00
City of Taguig,2021-01,9.155962970576096e-05,2021-01-01T00:00:00
City of Valenzuela,2021-01,8.398404894219435e-05,2021-01-01T00:00:00
City of Baguio,2021-01,4.757415248691675e-05,2021-01-01T00:00:00
City of Butuan,2021-01,3.272363484413978e-05,2021-01-01T00:00:00
City of Cotabato,2021-01,3.612677377230879e-05,2021-01-01T00:00:00
City of Angeles,2021-01,5.7746422538792095e-05,2021-01-01T00:00:00
City of Olongapo,2021-01,5.0711699404339866e-05,2021-01-01T00:00:00
Ormoc City,2021-01,3.512112179985788e-05,2021-01-01T00:00:00
City of Tacloban,2021-01,3.5365431562726776e-05,2021-01-01T00:00:00
City of Zamboanga,2021-01,3.358023043466595e-05,2021-01-01T00:00:00
City of Isabela,2021-01,3.469098173638011e-05,2021-01-01T00:00:00
Pateros,2021-01,9.496919224235445e-05,2021-01-01T00:00:00
City of Puerto Princesa,2021-01,3.313946739290799e-05,2021-01-01T00:00:00
City of Lucena,2021-01,4.38260412164406e-05,2021-01-01T00:00:00
City of Bacolod,2021-01,4.305409320425333e-05,2021-01-01T00:00:00
City of Iloilo,2021-01,4.062051871760528e-05,2021-01-01T00:00:00
City of Cebu,2021-01,3.9485628836088384e-05,2021-01-01T00:00:00
City of Lapu-Lapu,2021-01,4.108549344433229e-05,2021-01-01T00:00:00
City of Mandaue,2021-01,4.4825917831183626e-05,2021-01-01T00:00:00
City of Cagayan De Oro,2021-02,3.899278305803452e-05,2021-02-01T00:00:00
City of Iligan,2021-02,3.838605600322505e-05,2021-02-01T00:00:00
City of Davao,2021-02,3.627762951799504e-05,2021-02-01T00:00:00
City of General Santos,2021-02,3.3043020838654514e-05,2021-02-01T00:00:00
City of Caloocan,2021-02,8.220929230715457e-05,2021-02-01T00:00:00
City of Makati,2021-02,0.00010053234513698058,2021-02-01T00:00:00
City of Malabon,2021-02,0.00010850153324373732,2021-02-01T00:00:00
City of Mandaluyong,2021-02,0.00010662217761724492,2021-02-01T00:00:00
City of Manila,2021-02,0.0001163504258745292,2021-02-01T00:00:00
City of Marikina,2021-02,7.753209408275599e-05,2021-02-01T00:00:00
City of Muntinlupa,2021-02,6.979653104485274e-05,2021-02-01T00:00:00
City of Navotas,2021-02,0.00010248036665850074,2021-02-01T00:00:00
Pasay City,2021-02,0.000100864362824645,2021-02-01T00:00:00
City of Pasig,2021-02,8.56005549978391e-05,2021-02-01T00:00:00
Quezon City,2021-02,8.650690569857851e-05,2021-02-01T00:00:00
City of San Juan,2021-02,0.00011305756388487968,2021-02-01T00:00:00
City of Taguig,2021-02,8.170778950039633e-05,2021-02-01T00:00:00
City of Valenzuela,2021-02,9.700820796865562e-05,2021-02-01T00:00:00
City of Baguio,2021-02,5.287234633862315e-05,2021-02-01T00:00:00
City of Butuan,2021-02,3.480695463674639e-05,2021-02-01T00:00:00
City of Cotabato,2021-02,3.667165271887826e-05,2021-02-01T00:00:00
City of Angeles,2021-02,6.058382944280137e-05,2021-02-01T00:00:00
City of Olongapo,2021-02,5.141947154327375e-05,2021-02-01T00:00:00
Ormoc City,2021-02,3.755594608757061e-05,2021-02-01T00:00:00
City of Tacloban,2021-02,3.711032389930694e-05,2021-02-01T00:00:00
City of Zamboanga,2021-02,3.2853500353776e-05,2021-02-01T00:00:00
City of Isabela,2021-02,3.454708927216704e-05,2021-02-01T00:00:00
Pateros,2021-02,8.590540555024187e-05,2021-02-01T00:00:00
City of Puerto Princesa,2021-02,3.573409755022981e-05,2021-02-01T00:00:00
City of Lucena,2021-02,4.985440378785275e-05,2021-02-01T00:00:00
City of Bacolod,2021-02,4.4107338728505934e-05,2021-02-01T00:00:00
City of Iloilo,2021-02,4.350583228789502e-05,2021-02-01T00:00:00
City of Cebu,2021-02,4.261112720922759e-05,2021-02-01T00:00:00
City of Lapu-Lapu,2021-02,4.311979308100691e-05,2021-02-01T00:00:00
City of Mandaue,2021-02,4.443180383589117e-05,2021-02-01T00:00:00
City of Cagayan De Oro,2021-03,4.360256910033276e-05,2021-03-01T00:00:00
City of Iligan,2021-03,4.211776935765066e-05,2021-03-01T00:00:00
City of Davao,2021-03,3.66968203546418e-05,2021-03-01T00:00:00
City of General Santos,2021-03,3.576604269331152e-05,2021-03-01T00:00:00
City of Caloocan,2021-03,8.487889937388984e-05,2021-03-01T00:00:00
City of Makati,2021-03,9.182014575960976e-05,2021-03-01T00:00:00
